sampleCode,Occurrence
67SUR2MMQQ14,0.0018172744485281782
67SUR2QQSS14,0.0012729065560019579
67SUR2SSUU14,0.0014843578047629576
67SUR2GGZZ14,0.0014818949201029995
68SUR1GGMM14,0.0017136863043735874
68SUR1MMQQ14,0.0021952985692743022
68SUR2QQSS14,0.00147692811829612
68SUR1SSUU14,0.0014580034734428277
68DCM2SSUU14,0.0013772871219684196
68DCM1GGZZ14,0.0017495770097199085
122SUR2GGZZ14,0.0019034714551178712
123SUR3GGMM14,0.0018057508938097756
123SUR1MMQQ14,0.00212817021257545
123SUR1QQSS14,0.0017097846567971874
123SUR1GGZZ14,0.001812826788346844
124SUR1GGMM14,0.0016873590350965895
124SUR1SSUU14,0.0015368208485372669
124SUR1GGZZ14,0.0020885841552716554
125SUR1GGMM14,0.001677565771605059
125SUR1MMQQ14,0.001970823275735244
125SUR1SSUU14,0.0015068955058099428
125SUR1GGZZ14,0.002263364811463528
70SUR1GGZZ14,0.002062272370076122
70SUR1MMQQ14,0.0021290453095229762
70SUR1QQSS14,0.001479686157276773
70SUR1SSUU14,0.0016675196851258032
65SUR1QQSS14,0.0020851981935619025
65SUR3SSUU14,0.0015855421741338643
78SUR1SSUU14,0.0012785629167817354
66DCM1GGMM14,0.001961010969510272
66SUR1QQSS14,0.0016148887140869151
66SUR1SSUU14,0.0015749125137533141
76DCM1QQSS14,0.0016220642245528233
76DCM1SSUU14,0.0014939900167130417
76SUR1SSUU14,0.0013170064686157132
36DCM1GGMM14,0.001961994592481697
36DCM2QQSS14,0.001718850944363045
36SUR1GGMM14,0.0028813656975274064
36SUR1SSUU14,0.0013666326958241323
38DCM1GGMM14,0.0016182235235861187
38SUR1QQSS14,0.0014332025509904373
38SUR1SSUU14,0.0012587884565353636
39DCM1QQSS14,0.0015437694081525595
39SUR1GGMM14,0.0019359113928445809
40SUR01KKZZ14,0.0018138363957911328
40ZZZ02KKZZ14,0.0018035894548473772
41SUR1QQSS14,0.0016401504513637241
102DCM1GGMM14,0.0018439404968109785
102DCM1GGZZ14,0.0019281128182308616
102SUR1GGMM14,0.0015279457476321742
102SUR1MMQQ14,0.0026178817000590557
102SUR1QQSS14,0.001473841523334371
102SUR1SSUU14,0.0015241244906173685
102SUR1GGZZ14,0.0016459549281226545
100DCM1GGMM14,0.0020422760894566127
100DCM1SSUU14,0.00142902599267892
100SUR1GGMM14,0.0016303173704698495
100SUR1MMQQ14,0.0023063923626338734
100SUR1SSUU14,0.0013831996894545756
100SUR1GGZZ14,0.001894050802102843
111SUR1SSUU14,0.0013568337141650355
111SUR1GGZZ14,0.002000227067113361
111DCM1GGZZ14,0.0018810084753530507
111DCM1QQSS14,0.0016456690497953408
111DCM1SSUU14,0.0015408856086886634
82SUR1GGMM14,0.0013502895158271412
84SUR1QQSS14,0.0015250500927472405
84SUR1SSUU14,0.0011465482823291707
84SUR1GGZZ14,0.001498239126700517
25DCM1QQSS14,0.0016899432107207006
25SUR1QQSS14,0.0017277957265655112
4DCM1GGMM14,0.0015912139549603005
4DCM1MMQQ14,0.002031174383930469
52DCM1QQSS14,0.0020272588975616943
52SUR1QQSS14,0.0018229752326613011
52SUR1SSUU14,0.0015101613537356795
38DCM2GGMM14,0.0016559672172402184
38DCM1QQSS14,0.002069081802836609
85DCM1SSUU14,0.0011476417856394253
85DCM1GGZZ14,0.0014457585962283869
85SUR1SSUU14,0.0011575610572678746
85SUR1GGZZ14,0.0014231839523905449
23DCM3GGMM14,0.002011020764472631
23DCM3QQSS14,0.0019236937646295907
23DCM3SSUU14,0.0015815948057693702
23SUR3GGMM14,0.0021047637791882967
23SUR4QQSS14,0.0015684468539014225
23SUR4SSUU14,0.0014304921950304367
128DCM1GGMM14,0.0018257376598240986
128SUR1GGMM14,0.0016994549684608495
128SUR1GGZZ14,0.0019553222661865734
128DCM1GGZZ14,0.0021590997190909624
131DCM1GGMM14,0.0023224065462423187
131SUR1MMQQ14,0.0018285527940834268
131SUR1SSUU14,0.001433307966659851
135DCM1MMQQ14,0.0027094580968915444
135DCM1QQSS14,0.0017342253273202502
135DCM1SSUU14,0.0015175476814186855
135SUR1GGMM14,0.0019660722331988536
135SUR1MMQQ14,0.0017556489076114067
135SUR1SSUU14,0.001398348899101294
93SUR1MMQQ14,0.0013297513988514197
93SUR01GGZZ14,0.001423686454723144
93SUR1SSUU14,0.0013912652240874125
93DCM1GGMM14,0.0017667487961102817
93DCM1SSUU14,0.0016716569801654348
85DCM1QQSS14,0.0014022530277858093
85SUR1QQSS14,0.001329284969492815
92SUR1GGMM14,0.0012579065137908998
92SUR1MMQQ14,0.0015143737024249566
92SUR1QQSS14,0.0015701541230215127
92SUR1SSUU14,0.0012929038775292407
137DCM1GGZZ14,0.0019403155466726561
137DCM1MMQQ14,0.0020109296840214834
137DCM1QQSS14,0.0016620944748064039
138DCM1MMQQ14,0.002389049013081652
138DCM1GGMM14,0.001997141725482149
138SUR1QQSS14,0.001724446260889436
138SUR1SSUU14,0.001644827941905022
142DCM1SSUU14,0.0016053299735816718
142SUR1SSUU14,0.0014669855361826424
142SUR1GGZZ14,0.0021435517289328156
143DCM1MMQQ14,0.0024263599602033347
143DCM1QQSS14,0.001681612447217685
143DCM1SSUU14,0.0016619096560179327
92SUR1GGZZ14,0.0014285062837077725
137SUR1GGMM14,0.0017219077427989347
137SUR1MMQQ14,0.001553272428222734
137SUR1QQSS14,0.0015130251657702728
137SUR1GGZZ14,0.0017901500642094536
144SUR1SSUU14,0.0017034642257424625
144SUR1GGZZ14,0.002219259359208418
146SUR1GGMM14,0.001804469990837328
146SUR1QQSS14,0.001697335032463297
145SUR1GGMM14,0.001856046238767896
145SUR1MMQQ14,0.0018801733516313852
145SUR1SSUU14,0.0014448808959474334
145SUR1GGZZ14,0.0019160152913198602
148SUR1QQSS14,0.0017253938775113383
148SUR1GGZZ14,0.0020063859132298744
150DCM1GGMM14,0.001962087608154384
150DCM1QQSS14,0.0017130475666572863
151DCM1GGZZ14,0.00296760782351229
151SUR1GGMM14,0.0023333137489738773
151SUR1QQSS14,0.0016579243024395665
151SUR1SSUU14,0.001559731400037635
151SUR1GGZZ14,0.002223689547337671
68DCM1GGMM14,0.0016333218959395808
150SUR1GGMM14,0.002263827492426092
150SUR1MMQQ14,0.0022245645110174207
150SUR1QQSS14,0.0016211601603381021
150SUR1SSUU14,0.0015228469679508154
153MXL01GGMM14,0.001536834271542826
153MXL01QQSS14,0.0023003088308543506
153MXL01SSUU14,0.0014519612336344567
153MXL01GGZZ14,0.001733335961427782
152SUR1GGMM14,0.0015826159978538355
152SUR1QQSS14,0.001481260398046823
152SUR1SSUU14,0.0012842427922972791
152SUR1GGZZ14,0.0016870727716537446
152MXL02GGZZ14,0.0016726069623204378
152MXL01GGZZ14,0.0017233584969564128
152MXL1GGMM14,0.0015703393702048301
152MXL1MMQQ14,0.001651552206954639
152MXL1QQSS14,0.0014240980245629623
152MXL1GGZZ14,0.0016840604339867383
153MXL1QQSS14,0.0014453835877614285
153MXL1SSUU14,0.0012959244271916648
153MXL1GGZZ14,0.0016307617525139202
65SUR2GGMM14,0.0020068757820906006
67SUR5GGMM14,0.001626313775376188
68DCM1MMQQ14,0.0019457243373753946
68MES1GGKK14,0.001818298477773801
122SUR1GGMM14,0.002073713790502414
122SUR1MMQQ14,0.002332979140686609
122SUR1QQSS14,0.0032390350817072906
122SUR1SSUU14,0.0024570964659201672
123SUR3SSUU14,0.002580438288158341
124SUR2MMQQ14,0.003681907097605151
124SUR1QQSS14,0.0025081669453761515
125SUR1QQSS14,0.0023537985328219426
64SUR1GGMM14,0.00216247003145872
64SUR1QQSS14,0.002039146278775458
64SUR1SSUU14,0.0014651742143116549
64DCM1QQSS14,0.0026465427394638925
64DCM1SSUU14,0.0016644155872044195
70SUR1GGMM14,0.0026526365768122077
65SUR1MMQQ14,0.0023598792357079697
78SUR1MMQQ14,0.002424150526265911
78SUR1QQSS14,0.0021981422413645878
78SUR1GGZZ14,0.0028345743984570875
78DCM1QQSS14,0.0020423371975419454
78DCM1SSUU14,0.0027455630588326483
78DCM1GGZZ14,0.0017311703831471752
66DCM1MMQQ14,0.002073038952088667
66SUR1GGMM14,0.002111862550028979
66SUR1MMQQ14,0.0016233133447538274
76DCM1MMQQ14,0.002314146106363996
76SUR2QQSS14,0.001838059882070213
76SUR2GGZZ14,0.002865698039744778
36DCM1MMQQ14,0.002194726966442348
36DCM1SSUU14,0.001975052952410355
36SUR1QQSS14,0.0025486919906472
39OTH02GGMM14,0.0016166540421581955
39DCM1GGMM14,0.002064168534965434
39DCM1SSUU14,0.0019075129540156804
39SUR1MMQQ14,0.0019433746949075582
39SUR1QQSS14,0.001693204215963798
39SUR1SSUU14,0.0012771433293852301
40ZZZ08KKZZ14,0.0017420524628371564
40ZZZ010KKZZ14,0.0021460824770439314
41DCM1GGMM14,0.002047177030451483
41DCM1MMQQ14,0.003909265777350113
41DCM1QQSS14,0.0019012712269792322
41SUR1GGMM14,0.002359090148893194
41SUR1MMQQ14,0.0016367489430305282
41SUR1SSUU14,0.0019227025632580783
102DCM1MMQQ14,0.002222224587816256
102DCM1QQSS14,0.0019304039063873734
102DCM1SSUU14,0.0021192392239607026
100DCM1MMQQ14,0.0027854721530055824
100DCM1QQSS14,0.0028748721457978804
100DCM1GGZZ14,0.002011167908747371
100MES1GGKK14,0.004701581742301397
100MES2KKZZ14,0.0039601626231709165
100SUR1QQSS14,0.0020375636596928707
111SUR2GGMM14,0.0020454865845114067
111SUR1QQSS14,0.0017955668562953898
111DCM2GGMM14,0.0015969859912901537
111DCM2MMQQ14,0.0022157713121609564
82DCM01QQRR14,0.001765963366914398
82DCM1SSUU14,0.001400218635630149
82DCM1GGZZ14,0.0015366268084447416
82SUR1MMQQ14,0.0017798409441278401
82SUR2QQSS14,0.0022169855651848567
82SUR1SSUU14,0.001225078409229171
82SUR2GGZZ14,0.0015587120140206122
84SUR1GGMM14,0.001452624193577465
84SUR2MMQQ14,0.0013046015539135316
109MES1GGKK14,0.0019224925704512995
48SUR1SSUU14,0.0022741629223817497
72DCM1GGMM14,0.0020070472776604347
72DCM1MMQQ14,0.0026259743999414355
72DCM1QQSS14,0.0014574544680491682
72DCM1SSUU15,0.0022420059357112455
72SUR1QQSS14,0.0017156914476252469
72SUR1SSUU14,0.0014275673903001974
98MES1GGKK14,0.0017765556806165093
98SUR1MMQQ14,0.002187515965901072
9DCM1GGMM14,0.0034865891063542613
9SUR1GGMM14,0.0038420397762293328
9SUR1SSUU14,0.0016349659702487678
11SUR1MMQQ14,0.001522126307409825
